feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
s__Daejeonella_soli	Run	R2-Hiseq	1.78169474036095	0.517581156622035	89	59	0.000896989023065578	0.01607680325956
s__F082_sp902802535	Run	R2-Hiseq	0.81631459796459	0.237634854511266	89	78	0.00092636203129965	0.0160950204507578
s__Gordonibacter_urolithinfaciens	Category	PL	-0.924380988582728	0.268822477818779	89	77	0.00093254410337009	0.0160950204507578
s__Phocaeicola_sp900552645	Run	R3-Nextseq	2.01064853548757	0.351899606422426	89	65	0.000923134480137349	0.0160950204507578
s__Massilistercora_sp902406105	Run	R2-Hiseq	1.34491351932456	0.393913130938429	89	64	0.000996631932245531	0.0169913590399909
s__Gordonibacter_pamelaeae	Category	PL	-0.808053084891374	0.237845541672851	89	88	0.00106513154520075	0.0179404084360319
s__UBA11471_sp900547555	Run	R3-Nextseq	2.42365914406491	0.428020278574332	89	59	0.00109491995871617	0.0182225964557763
s__BHEP01_sp003851245	Run	R3-Nextseq	1.46219329492523	0.284544494977321	89	62	0.00125364589456955	0.0204626105398606
s__CAG_485_sp002491945	Run	R2-Hiseq	1.36888733571536	0.410233098679811	89	59	0.00127342426106429	0.0204626105398606
s__OM05_12_sp900760755	Run	R2-Hiseq	1.69363942052615	0.507952699321317	89	62	0.00126885141446376	0.0204626105398606
s__UBA9502_sp003611875	Category	PL	-1.88685332768197	0.566114059924135	89	70	0.0012953029653419	0.0205776539266816
s__Parabacteroides_sp900549585	Category	PL	-1.34992422678154	0.406192611851186	89	57	0.00133899310089495	0.0210327230904623
s__Parabacteroides_acidifaciens	Run	R2-Hiseq	1.20307031135216	0.362618212252161	89	68	0.00135905098473737	0.0211105919629205
s__Extibacter_muris	Run	R2-Hiseq	1.8011637917946	0.546988789828682	89	65	0.0014661319089951	0.022523652843683
s__Flavonifractor_plautii	Run	R3-Nextseq	-0.924358717934342	0.177718562466017	89	89	0.0015446914440904	0.0234725939004172
s__Lawsonibacter_sp002160305	Run	R2-Hiseq	1.58831030245219	0.487200209512507	89	59	0.00161522093262249	0.0242224279684239
s__Prevotella_sp900765465	Run	R3-Nextseq	-0.529525708867667	0.162679767320539	89	84	0.00162868972033751	0.0242224279684239
s__Lawsonibacter_sp003478995	Run	R2-Hiseq	1.6826788583905	0.521357708095847	89	67	0.00177465217213848	0.0261154077542062
s__Bacteroides_sp003865075	Run	R3-Nextseq	-0.486603493458304	0.097498646293304	89	89	0.0018309747876913	0.0263886881772416
s__UBA7332_sp002471225	Run	R3-Nextseq	1.5469770880395	0.319445764086427	89	59	0.00182146938782946	0.0263886881772416
s__Phocaeicola_sp900066455	Run	R2-Hiseq	0.740560820488317	0.231499017287245	89	82	0.00195263558490333	0.0278549443642332
s__Ruminococcus_A_sp004556655	Run	R2-Hiseq	1.34380702199338	0.421621724073963	89	71	0.00202783346438149	0.0286354664970235
s__Prevotella_sp900770395	Run	R2-Hiseq	1.36762662960339	0.42971737158179	89	70	0.00206807818118336	0.0289117329729434
s__Parabacteroides_sp003480915	Run	R2-Hiseq	0.681383278916188	0.214791024525863	89	88	0.00210488255871619	0.0291349090800518
s__CAIKAP01_sp903825435	Run	R2-Hiseq	1.07554395455864	0.340516987588448	89	63	0.00221908281537068	0.030414487998904
s__Parabacteroides_gordonii	Run	R3-Nextseq	-0.176499666069284	0.0562306689080719	89	89	0.00233214398555639	0.0316537601146392
s__CAG_110_sp900752285	Run	R3-Nextseq	-0.402206514612772	0.128565010714544	89	88	0.0024074765411096	0.0323620404276079
s__Pseudomonas_E_sp000282275	Run	R2-Hiseq	1.07042062741801	0.342635648956448	89	61	0.00243959125540037	0.0324814150004735
s__Prevotellamassilia_sp900543155	Run	R2-Hiseq	1.04104747199265	0.33544669859586	89	71	0.00259723649268158	0.0342541190261212
s__Clostridium_AP_sp000509125	Run	R3-Nextseq	-4.31883091523836	0.938661283093725	89	63	0.00268283619513396	0.0347278240814563
s__F23_B02_sp004557075	Run	R3-Nextseq	1.34549914735615	0.434714452046264	89	65	0.00266361790211819	0.0347278240814563
s__Butyricimonas_sp900761485	Run	R2-Hiseq	1.71098645638872	0.554459467124668	89	72	0.00277482636927718	0.0355890574701789
s__Parabacteroides_sp011038785	Run	R2-Hiseq	1.63087056806047	0.528985241900181	89	57	0.00280373655792274	0.0356329427997817
s__CAG_56_sp900752065	Run	R2-Hiseq	1.30125179251018	0.425629363762603	89	65	0.00301655734444429	0.0376530997101171
s__Robinsoniella_sp900539655	Run	R2-Hiseq	1.91966967684897	0.628559338832193	89	67	0.00301431907550369	0.0376530997101171
s__QAMI01_sp900551915	Run	R2-Hiseq	1.1049347935268	0.363301433121285	89	74	0.00313126347107121	0.0387389940934297
s__Clostridium_Q_sp900547735	Run	R2-Hiseq	1.47049803321061	0.484448127697448	89	63	0.00321690424544361	0.0394494046941243
s__Alistipes_putredinis	Category	PL	-1.08353661578969	0.357643682744456	89	89	0.00328667834607618	0.0396101407570215
s__UBA5508_sp002409745	Run	R3-Nextseq	1.04615460122858	0.345605266180668	89	80	0.00326838893593748	0.0396101407570215
s__Prevotella_sp002439605	Run	R2-Hiseq	1.02351528446888	0.33901579262157	89	74	0.00334666269450571	0.039787387014685
s__Sporolactobacillus_sp900543345	Run	R3-Nextseq	1.3903377368322	0.328932939408191	89	62	0.00335830591397198	0.039787387014685
s__DUMB01_sp012840085	Run	R2-Hiseq	1.08036922286689	0.35928062616542	89	75	0.00346866773656309	0.0407495587875227
s__ER4_sp000765235	Run	R2-Hiseq	1.58483454759367	0.527287099286541	89	67	0.00350603651643362	0.0408453254164516
s__Prevotella_brunnea	Run	R3-Nextseq	0.928304809217609	0.310677450592907	89	72	0.00366989094607372	0.0420533405132054
s__UBA3263_sp001689615	Run	R3-Nextseq	2.16115132642425	0.499419507126474	89	65	0.00365694103227781	0.0420533405132054
s__RC9_sp900546445	Run	R3-Nextseq	1.91363834269849	0.442258750152699	89	64	0.0039693978698459	0.0451155953011753
s__Phocaeicola_sp900546095	Run	R3-Nextseq	0.661977625047042	0.223756812366203	89	81	0.00400360622768537	0.0451374315024528
s__Prevotella_sp002371715	Category	PL	0.561342653515067	0.19023851806428	89	61	0.0040955704824961	0.0458048602762364
s__Bacteroides_sp900766195	Run	R2-Hiseq	0.40440290784446	0.137229354644461	89	88	0.00417137193919289	0.0462823648491401
s__Alistipes_sp900021155	Category	PL	-1.14306702475802	0.388087981341376	89	76	0.00420979521093375	0.0463408953140581
s__Anaerotruncus_colihominis	Run	R3-Nextseq	-1.36452882904549	0.312999198470848	89	89	0.00427782716720103	0.0465542264036362
s__Prevotella_sp000688375	Run	R2-Hiseq	1.5297668065005	0.520816407528101	89	72	0.00429577625612952	0.0465542264036362
s__Prevotellamassilia_sp900752815	Run	R2-Hiseq	1.44675195139601	0.493901552187654	89	66	0.00436141066447649	0.0469019392995241
s__CAG_279_sp900544305	Run	R3-Nextseq	0.365369499911151	0.125114340444048	89	84	0.00447665637215724	0.047773783269281
s__GCA_900066755_sp902363085	Run	R3-Nextseq	1.21675257044357	0.419069816509553	89	83	0.00470101652510114	0.0497880386522075
s__Collinsella_aerofaciens_J	Run	R2-Hiseq	1.37101570688189	0.472526171737955	89	67	0.00476226708080032	0.0500575141275101
s__NK3B98_sp900758315	Category	PL	-0.454463941554281	0.157026155822403	89	88	0.0048737348032647	0.0508468750370452
s__Bacteroides_graminisolvens	Run	R3-Nextseq	0.879300400686744	0.22308710987111	89	78	0.00509380063981523	0.0527491355145311
s__An92_sp900199495	Run	R3-Nextseq	-0.62920861023206	0.157363766907198	89	89	0.00569121264691008	0.0580752940173744
s__Mediterraneibacter_sp900541505	Run	R2-Hiseq	1.36533685785109	0.481181741786018	89	70	0.00568472389958634	0.0580752940173744
s__Bacteroides_sp010500965	Run	R3-Nextseq	0.272946068143516	0.096434789634765	89	88	0.00580106500362405	0.0587673106888872
s__DUMB01_sp012840085	Run	R3-Nextseq	0.814622145674431	0.288198366914588	89	75	0.00586370459488723	0.0589745253500169
s__Clostridium_AP_scindens	Run	R3-Nextseq	-1.89109017014638	0.477913235959923	89	82	0.0060315648940129	0.0593811811396481
s__Clostridium_AP_sp000509125	Category	PL	-1.41349168709312	0.501121751744941	89	63	0.00601907903819711	0.0593811811396481
s__UMGS1071_sp900541905	Run	R2-Hiseq	1.65092931015953	0.586066945736651	89	57	0.00602681083468813	0.0593811811396481
s__Gracilibacillus_orientalis	Run	R3-Nextseq	0.873231788372381	0.311929119526867	89	67	0.00633376509109577	0.0619203048765866
s__Hungatella_sp005845265	Run	R3-Nextseq	2.30454551350599	0.827626020613183	89	84	0.00660677530338174	0.0641407769036644
s__Odoribacter_laneus	Run	R3-Nextseq	1.62085791776084	0.437232875810117	89	65	0.0069045030673022	0.0661129814252635
s__UMGS1477_sp900552205	Run	R3-Nextseq	0.52267202206681	0.188670706846101	89	86	0.00687711205846795	0.0661129814252635
s__Agathobaculum_butyriciproducens	Category	PL	-1.34064302055053	0.485866594768119	89	66	0.00709294919412009	0.067455394376734
s__Phocaeicola_sp002161765	Run	R3-Nextseq	1.35468093817676	0.358139001753829	89	63	0.00734453762444843	0.0693761053985061
s__Alistipes_A_ihumii	Category	PL	-1.44500445610348	0.526276522519817	89	62	0.00743269588778344	0.0697376432961158
s__Negativibacillus_massiliensis	Run	R3-Nextseq	1.43110060453641	0.376082477106524	89	60	0.00754238372436078	0.0702950163110425
s__Prevotella_disiens	Run	R2-Hiseq	0.642228908496405	0.235054470151524	89	78	0.00764952647763238	0.0706042482245969
s__Prevotella_sp000688375	Run	R3-Nextseq	2.13348137088171	0.562618402849244	89	72	0.00767657062241683	0.0706042482245969
s__BHEP01_sp003851245	Category	PL	0.67614337359556	0.248722085538654	89	62	0.00800627296191634	0.0731553568677062
s__Paraprevotella_xylaniphila	Run	R3-Nextseq	-0.266920383339815	0.0984786795920608	89	88	0.00812757842525997	0.0737815236267107
s__Enterocloster_citroniae	Run	R3-Nextseq	-0.775914687395322	0.204737119096122	89	89	0.00820943282918742	0.0740437877109936
s__F082_sp902802535	Run	R3-Nextseq	0.714235404547384	0.203572920199577	89	78	0.00879223405579524	0.0773118830018366
s__Lawsonibacter_sp002160305	Category	PL	-0.915479465309534	0.342171696635052	89	59	0.0090141895059366	0.0773118830018366
s__Parabacteroides_merdae	Category	PL	-1.30064137484502	0.485819292805534	89	89	0.00898592152950807	0.0773118830018366
s__Phocaeicola_sp900546645	Category	PL	-0.863978943036049	0.321718607217738	89	80	0.00878132858937737	0.0773118830018366
s__Prevotella_sp000436915	Category	PL	0.867572711549742	0.324379113323153	89	61	0.00897309513142978	0.0773118830018366
s__Prevotella_sp002439605	Run	R3-Nextseq	0.727691299527149	0.271942851009189	89	74	0.00894027864545726	0.0773118830018366
s__Zag111_sp900555325	Category	PL	0.753031352191365	0.280425690854541	89	70	0.00871167327706919	0.0773118830018366
s__Zag111_sp900555325	Run	R3-Nextseq	0.857187301619417	0.320179042297748	89	70	0.00890804450359298	0.0773118830018366
s__Parabacteroides_goldsteinii	Run	R2-Hiseq	0.706822574835036	0.265938617963993	89	80	0.00946653557717646	0.0806964435176384
s__Bacteroides_sp900556625	Category	PL	-0.511251604634648	0.193399460140003	89	88	0.0098448873218141	0.0834130453084613
s__Dysosmobacter_sp000403435	Run	R2-Hiseq	1.55798542040623	0.593807173859087	89	70	0.0103762415030074	0.0868621893485289
s__JJ008_sp002342205	Run	R3-Nextseq	1.38342183967352	0.385121684081943	89	58	0.0103149110639272	0.0868621893485289
s__UBA7173_sp001915385	Run	R2-Hiseq	0.43021655427215	0.164385334986265	89	87	0.0104945018315071	0.0873292473836128
s__Bacteroides_sp003545565	Run	R3-Nextseq	-0.358453000621734	0.137791427929806	89	89	0.0109493030714704	0.0905747082480213
s__Roseburia_inulinivorans	Run	R3-Nextseq	1.80269123101434	0.510269013145216	89	57	0.0110800243733865	0.0911169063176137
s__Lachnoclostridium_B_sp900066765	Run	R2-Hiseq	2.080342633477	0.804619033700153	89	51	0.0115286473409245	0.0933065814672739
s__Lawsonibacter_sp900754605	Run	R3-Nextseq	-0.532953444153524	0.154675854456189	89	89	0.0114775382827472	0.0933065814672739
s__Tolumonas_sp008015085	Run	R2-Hiseq	0.816550483995189	0.316288108686591	89	89	0.0115465225993121	0.0933065814672739
s__Odoribacter_sp900544025	Category	PL	-0.806575682781785	0.313215271246741	89	50	0.0118329963110708	0.0950720048441205
s__Amulumruptor_caecigallinarius	Run	R3-Nextseq	0.354478727301308	0.138089866553982	89	84	0.0120084092905765	0.095384978342193
s__Parabacteroides_acidifaciens	Run	R3-Nextseq	1.94310660506205	0.601471839184049	89	68	0.0119531886962223	0.095384978342193
s__Bilophila_sp900550745	Category	PL	0.565091439639205	0.220620755132979	89	80	0.0122809693979689	0.0969988430415851
s__UBA5508_sp002409745	Run	R2-Hiseq	1.10101477014034	0.430846565054466	89	80	0.0123840692920753	0.0972636453388833
s__Phocaeicola_plebeius_B	Run	R3-Nextseq	0.780360917087073	0.305682495894778	89	81	0.0124707871832831	0.0973975445934627
s__Marinilabilia_salmonicolor	Run	R3-Nextseq	1.50616297445658	0.44324467214022	89	69	0.012726269413399	0.0988406924440654
